run_id,model_name,slice_type,slice_value,n_items,LWA,VRS,TC,FMT,FLP
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,trust_center_request.active_response_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,user_appeal_notice.locale,3,0.666667,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,user_visible_values_locale,9,0.444444,0.0,1.0,0.666667,0.111111
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,utility_account_policy.customer_notice_locale,3,1.0,0.333333,0.333333,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,utility_assistance.customer_visible.locale,3,0.666667,0.0,1.0,0.0,0.666667
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,vaccination_bundle.recipient_visible.locale,3,1.0,0.0,0.666667,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,vehicle_owner.locale_code,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,vendor_master.communication_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,vendor_portal_payload.public_message.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,vendor_profile.notice_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,verified_contact.locale_code,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,verified_domain_owner.notice_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,verified_identity_holder.correspondence_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,verified_recovery_contact.locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,verified_security_contact.alert_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,vulnerability_response.reporter_visible.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,wallet_holder.locale_code,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,warehouse_contact.reply_language,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,warehouse_slotting_surface.locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,warranty_claimant.locale_code,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,warranty_secure_inbox.locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,workspace_owner.locale_code,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,workspace_owner.preferred_notice_locale,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L0::explicit_user_instruction::account_migration_ready_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L0::explicit_user_instruction::admissions_document_reminder,3,0.666667,0.333333,0.666667,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L0::explicit_user_instruction::chargeback_status_notice,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L0::explicit_user_instruction::clinic_appointment_reschedule_notice,3,1.0,0.333333,0.333333,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L0::explicit_user_instruction::crm_contact_merge_confirmation,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L0::explicit_user_instruction::export_control_screening_notice,3,1.0,0.666667,0.666667,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L0::explicit_user_instruction::insurance_claim_update,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L0::explicit_user_instruction::legal_hold_release_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L0::explicit_user_instruction::payment_verification_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L0::explicit_user_instruction::public_permit_pickup_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L0::explicit_user_instruction::regulatory_filing_acknowledgement,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L0::explicit_user_instruction::saas_billing_export_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L0::explicit_user_instruction::secure_portal_invitation_message,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L0::explicit_user_instruction::security_maintenance_window_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L0::explicit_user_instruction::template_activation_notice,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::anti_money_laundering_kyc_request,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::auto_claim_estimate_reply,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::backup_policy_storage_notice,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::billing_admin_payment_method_notice,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::broker_commission_statement,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::campus_health_clearance_reply,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::childcare_subsidy_notice,3,0.666667,0.333333,0.666667,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::clinic_referral_authorization_notice,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::consumer_complaint_status_notice,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::crm_account_timeline_update,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::crm_opportunity_stage_notice,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::crm_survey_followup_message,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::crm_task_reassignment_notice,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::customer_success_checkin_template,3,0.333333,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::data_residency_region_notice,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::data_subject_access_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::developer_account_scope_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::employment_law_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::escrow_refund_notice,3,0.666667,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::health_reimbursement_reply,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::housing_waitlist_update,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::incident_subscriber_status_update,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::library_account_block_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::loan_payoff_verification,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::partner_integration_certificate_notice,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::partner_portal_role_update,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::patient_lab_followup_message,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::payroll_bank_verification,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::policyholder_privacy_update,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::portal_profile_completion_nudge,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::premium_billing_correction,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::product_safety_recall_notice,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::property_claim_expense_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::sanctions_review_hold_notice,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::scholarship_award_revision_notice,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::secure_inbox_digest_notice,3,0.333333,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::security_contact_key_rotation_notice,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::student_enrollment_hold_notice,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::support_macro_preview_message,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::tax_document_correction_notice,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::tenant_admin_license_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::vaccination_clinic_confirmation,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::warranty_reimbursement_reply,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::whistleblower_channel_acknowledgement,3,0.333333,0.0,0.666667,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L1::customer_response_locale::workspace_owner_api_quota_notice,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::account_recovery_policy_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::adult_education_registration_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::audit_confirmation_request,3,1.0,0.666667,0.666667,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::benefits_interview_reschedule_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::billing_dispute_policy_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::breach_notification_policy_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::case_management_handoff_policy,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::certificate_rotation_policy_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::chargeback_representation,3,1.0,0.666667,0.666667,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::claim_denial_appeal_rights,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::clinic_prescription_prior_authorization_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::clinic_waitlist_activation_notice,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::consumer_credit_adverse_action_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::crm_campaign_suppression_policy,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::crm_macro_locale_policy,3,0.333333,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::crm_nps_recovery_policy,3,0.333333,0.0,0.666667,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::crm_quote_approval_policy,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::crm_service_renewal_policy,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::cross_border_transfer_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::domain_verification_policy_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::dpa_security_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::education_records_ferpa_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::employment_privacy_disclosure,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::environmental_disclosure_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::exam_accommodation_decision_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::export_control_review_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::feature_deprecation_policy_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::financial_dispute_provisional_credit_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::financial_promotion_risk_warning,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::hospital_billing_charity_care_notice,3,0.666667,0.333333,0.666667,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::insurance_renewal_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::invoice_financing_reserve,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::knowledge_article_feedback_policy,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::kyc_remediation_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::marketplace_delisting_policy_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::medical_records_release_notice,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::mortgage_document_remediation,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::municipal_tax_installment_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::p1_incident_policy_update,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::partner_onboarding_template_policy,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::payment_services_complaint,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::pension_beneficiary_verification,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::platform_content_removal_notice,3,0.666667,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::policy_lapse_grace_period,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::portal_entitlement_change_policy,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::privacy_incident_notification,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::public_health_exposure_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::public_procurement_debarment_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::public_records_request_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::school_transport_route_change,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::secure_message_attachment_policy,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::secure_portal_billing_policy,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::secure_portal_notice_policy,3,0.333333,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::sepa_mandate_verification,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::sso_migration_admin_notice,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::student_visa_document_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::tax_withholding_certificate,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::telecom_outage_regulatory_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::template_variable_exception_policy,3,1.0,0.0,0.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::tenant_legal_rent_adjustment_notice,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::university_residency_classification_notice,3,0.666667,0.666667,0.666667,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::uptime_report_subscriber_notice,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::verified_security_contact_alert,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::water_utility_service_notice,3,1.0,0.333333,0.333333,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L2::policy_selected_contact_locale::wire_beneficiary_validation,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::accounts_receivable_portal,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::active_secure_inbox_reply,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::admin_console_role_change_notice,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::admissions_portal_status_update,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::backup_restore_portal_message,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::bank_mobile_secure_message,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::benefits_enrollment_chat,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::billing_portal_notice_surface,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::broker_claim_portal_thread,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::campus_housing_secure_message,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::chargeback_dispute_room,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::clinic_live_chat_continuation,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::community_portal_reply,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::continuing_education_portal_reply,3,1.0,0.333333,0.333333,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::court_filing_portal_update,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::crm_console_external_reply,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::crm_email_to_case_response,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::crm_mobile_push_followup,3,0.666667,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,shortcut_slice,L3::active_outbound_surface::crm_renewal_room_update,3,0.333333,0.0,1.0,0.0,1.0
